,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
420,liku,44,ID,1572988049,96,-0.73,119.89,21.05,0.65
421,leshukonskoye,0,RU,1572988049,96,64.9,45.76,-8.36,1.83
422,rungata,,,,,,,,
423,gizo,0,IL,1572988049,56,31.8,34.94,21.11,1.5
424,parakou,0,BJ,1572988049,59,9.34,2.63,25.8,1.22
425,canals,0,ES,1572988049,54,38.96,-0.58,18.33,4.1
426,adelaide,75,AU,1572987942,82,-34.93,138.6,16.67,6.2
427,nemuro,25,JP,1572987753,66,43.32,145.57,7.25,12.41
428,palmer,75,AU,1572988049,82,-34.85,139.16,16.67,6.2
429,ystad,90,SE,1572988049,93,55.43,13.82,3,3.6
430,mount isa,100,AU,1572988049,15,-20.73,139.49,20,3.6
431,saebovik,,,,,,,,
432,mana,51,NG,1572988050,19,13.03,5.27,27.37,1.75
433,sao filipe,100,CV,1572988050,59,14.9,-24.5,26.62,10.93
434,lavrentiya,9,RU,1572988050,85,65.58,-170.99,-4.38,4.71
435,watertown,90,US,1572988050,85,44.9,-97.12,-2.22,2.1
436,nipawin,90,CA,1572988050,73,53.36,-104.02,-7,3.1
437,blenheim,99,NZ,1572987778,63,-41.52,173.96,20,1.34
438,grindavik,75,IS,1572988050,86,63.84,-22.43,1,3.6
439,porto walter,65,BR,1572988050,41,-8.27,-72.74,33.92,1.73
440,montrose,75,GB,1572988050,86,56.71,-2.47,6.11,1.5
441,capinopolis,54,BR,1572988051,41,-18.68,-49.57,32.05,2.77
442,karlstad,99,SE,1572988051,86,59.38,13.5,-2.22,3.1
443,porto belo,40,BR,1572988051,83,-27.15,-48.54,24.44,2.6
444,yumen,100,CN,1572988051,39,40.29,97.04,5.84,3.48
445,san patricio,89,PY,1572988051,74,-26.98,-56.83,25.74,4.96
446,hihifo,,,,,,,,
447,fuerte olimpo,56,BR,1572988051,24,-21.04,-57.87,39.46,3.01
448,richards bay,100,ZA,1572988051,78,-28.77,32.06,23.22,8.79
449,pauini,55,BR,1572988051,61,-7.71,-67,30.74,2.3
450,kitui,66,KE,1572988051,87,-1.37,38.02,20.45,3.37
451,kikinda,73,RS,1572988052,52,45.83,20.46,19,9.3
452,nikolskoye,75,RU,1572988052,86,59.7,30.79,2.22,8
453,campos,75,PT,1572988052,93,41.97,-8.7,16.11,2.1
454,carman,1,CA,1572987739,45,49.51,-98,-4,2.6
455,taltal,0,CL,1572988052,69,-25.41,-70.49,16.07,3.26
456,camopi,95,GF,1572988052,41,3.17,-52.33,31.58,1.97
457,korhogo,7,CI,1572988052,61,9.46,-5.63,25.57,1.65
458,noumea,75,NC,1572987687,60,-22.28,166.46,25,1
459,linqiong,75,CN,1572988052,93,30.42,103.46,15.56,2
460,san pedro,0,AR,1572988053,40,-33.68,-59.66,24.44,0.45
461,necochea,0,AR,1572988053,66,-38.55,-58.74,15.56,1.79
462,husavik,91,CA,1572988053,67,50.56,-96.99,-5.57,2.24
463,burnie,46,AU,1572988053,76,-41.05,145.91,9.95,5.98
464,buraydah,88,SA,1572988053,56,26.33,43.97,23,3.1
465,svetlogorsk,90,RU,1572988053,70,53.14,59.15,0,5
466,gravdal,40,NO,1572988053,74,59.79,5.78,4.44,4.1
467,gogrial,,,,,,,,
468,nizwa,0,OM,1572988054,51,22.93,57.53,21.39,0.9
469,longyearbyen,20,NO,1572988054,78,78.22,15.63,-13,1.38
470,mehran,9,IR,1572988054,76,33.12,46.17,9,2.1
471,tommot,100,RU,1572988054,95,58.97,126.27,-17.65,3.26
472,xam nua,73,LA,1572988054,97,20.42,104.04,12.46,0.69
473,palabuhanratu,,,,,,,,
474,chulman,100,RU,1572988054,95,56.84,124.9,-18.86,4.09
475,gachala,40,CO,1572988054,55,4.69,-73.52,32,3.6
476,salinopolis,4,BR,1572987773,79,-0.61,-47.36,27.88,7.23
477,lumut,75,BN,1572988054,100,4.66,114.45,24,3.1
478,port arthur,1,US,1572988054,54,29.9,-93.93,27,4.6
479,lasa,0,CY,1572988055,68,34.92,32.53,20,3.1
480,kaseda,20,JP,1572988055,87,31.42,130.32,12.78,1.74
481,amahai,100,ID,1572988055,90,-3.31,129,26.67,2.42
482,villa maria,40,CO,1572988055,43,4.5,-74.09,32,4.1
483,oranjemund,0,ZA,1572988055,69,-28.55,16.43,17.49,0.98
484,foam lake,100,CA,1572988055,92,51.65,-103.53,-11.22,3.53
485,bubaque,0,GW,1572988055,79,11.28,-15.83,28.9,5.01
486,mahibadhoo,100,MV,1572988055,83,3.78,72.97,26.47,5.07
487,barcelos,64,BR,1572987757,56,-0.97,-62.93,32.17,1.22
488,nim ka thana,,,,,,,,
489,san francisco,40,CO,1572987791,83,1.17,-76.88,21,3.1
490,jumla,0,NP,1572988056,48,29.28,82.18,2.5,2.4
491,aranjuez,20,ES,1572988036,71,40.03,-3.6,12,4.6
492,miranda de ebro,75,ES,1572988056,93,42.69,-2.95,13,2.6
493,waipawa,100,NZ,1572988057,56,-39.94,176.59,16.11,6.26
494,hokitika,100,NZ,1572988057,95,-42.72,170.96,13.59,6.52
495,ferme-neuve,73,CA,1572988057,90,46.7,-75.45,3.38,4.34
496,chapais,75,CA,1572988057,80,49.78,-74.86,2,2.1
497,inhambane,0,MZ,1572988058,86,-23.87,35.38,23.04,3.83
498,nove straseci,67,CZ,1572988058,93,50.15,13.9,7.22,4.1
499,we,,,,,,,,
500,cap malheureux,40,MU,1572988058,94,-19.98,57.61,22,1
501,mbeya,0,TZ,1572988058,94,-8.91,33.47,14.18,3.06
502,isangel,75,VU,1572988058,73,-19.55,169.27,25,4.1
503,zaterechnyy,57,RU,1572988058,91,44.8,45.21,8.57,0.28
504,tevaitoa,0,PF,1572988058,72,-16.78,-151.5,27.27,2.99
505,ugoofaaru,100,MV,1572988058,72,5.67,73,27.98,4.1
506,saleaula,,,,,,,,
507,spirovo,100,RU,1572988059,78,57.42,34.99,8.89,6.24
508,kampong chhnang,98,KH,1572988059,86,12.25,104.67,23.33,0.97
509,tuxpan,75,MX,1572988059,83,19.56,-103.38,27,5.1
510,luderitz,66,NA,1572988059,59,-26.65,15.16,19,6.2
511,tyulgan,87,RU,1572988059,63,52.34,56.17,-1.63,5
512,omboue,12,GA,1572988059,93,-1.57,9.26,23.67,0.94
513,aykhal,0,RU,1572988059,83,65.95,111.51,-24,2
514,honiara,40,SB,1572988059,94,-9.43,159.96,25,1
515,fare,6,PF,1572988059,69,-16.7,-151.02,27.32,2.74
516,sentyabrskiy,,,,,,,,
517,monte patria,0,CL,1572988059,25,-30.69,-70.96,24,3.86
518,solovetskiy,,,,,,,,
519,bemidji,1,US,1572988060,53,47.48,-94.89,-3,6.2
520,lingyuan,100,CN,1572988060,54,41.24,119.4,1.66,2.33
521,galdar,75,ES,1572988060,88,28.15,-15.65,21.11,9.8
522,sicamous,90,CA,1572988060,87,50.84,-118.99,9.44,2.6
523,qasigiannguit,40,GL,1572988060,58,68.82,-51.19,0,5.7
524,vila velha,0,BR,1572988060,69,-3.71,-38.6,30,4.6
525,afumati,0,RO,1572988060,81,44.52,26.27,10,0.5
526,itarema,19,BR,1572988060,76,-2.92,-39.92,25.98,5.52
527,galiwinku,,,,,,,,
528,port ellen,,,,,,,,
529,loikaw,48,MM,1572988061,94,19.67,97.21,15.89,0.49
530,korla,,,,,,,,
531,gorokhovets,90,RU,1572988061,81,56.21,42.68,11,10
532,huescar,97,ES,1572988061,81,37.81,-2.54,13.89,0.45
533,alihe,24,CN,1572988061,64,50.57,123.73,-12.04,2.23
534,spassk-dalniy,0,RU,1572988061,54,44.6,132.82,-3.16,4.08
535,asau,,,,,,,,
536,ijaki,,,,,,,,
537,waingapu,1,ID,1572988061,70,-9.65,120.26,27.62,1.15
538,wilmington,40,US,1572988020,41,39.75,-75.55,17.22,2.01
539,umzimvubu,,,,,,,,
540,rincon,40,PA,1572988062,70,8.46,-82.28,30,4.1
541,fort nelson,20,CA,1572988062,78,58.81,-122.69,-9,1
542,abu samrah,0,SY,1572988062,61,35.3,37.18,17.87,1.91
543,vestmannaeyjar,100,IS,1572987523,72,63.44,-20.27,4.25,5.26
544,aquiraz,0,BR,1572988062,69,-3.9,-38.39,30,4.6
545,qaqortoq,75,GL,1572988063,55,60.72,-46.03,4,3.6
546,ahuimanu,1,US,1572988063,78,21.44,-157.84,26.11,1.5
547,port hardy,20,CA,1572988063,76,50.7,-127.42,11,4.1
548,ndola,13,ZM,1572988063,65,-12.97,28.64,20.19,3.74
549,la palma,64,CO,1572988063,64,5.36,-74.39,27.92,1.32
550,kaduqli,0,SD,1572988063,31,11.01,29.72,27.46,2.32
551,gayny,100,RU,1572988063,96,60.3,54.33,-1.65,3.57
552,okhotsk,6,RU,1572988063,75,59.36,143.24,-7.55,8.73
553,le moule,0,GP,1572988063,66,16.33,-61.35,29,5.7
554,kirakira,55,SB,1572988063,72,-10.46,161.92,27.18,0.85
555,lata,0,IN,1572988064,36,30.78,78.62,-4.11,1.07
556,meiganga,46,CM,1572988064,67,6.52,14.29,19.71,1.18
557,matara,67,BI,1572988064,79,-3.48,29.48,15.34,1.5
558,bereda,40,ES,1572988064,82,43.27,-7.54,13.89,4.1
559,tuensang,3,IN,1572988065,97,26.24,94.81,9.62,0.9
560,betera,0,ES,1572988065,62,39.58,-0.45,16.67,0.5
561,marzuq,59,YE,1572988065,39,14.4,46.47,17.98,0.56
562,lawrenceburg,1,US,1572988065,42,35.24,-87.33,21.11,3.6
563,zarand,0,IR,1572988065,28,30.81,56.57,8,2.1
564,celestun,0,MX,1572988065,81,20.87,-90.4,27.56,6.99
565,viedma,0,AR,1572988065,19,-40.81,-62.99,22.46,2.75
566,bandar-e lengeh,0,IR,1572988065,68,26.56,54.88,27.3,3.28
567,evensk,100,RU,1572988065,90,61.92,159.24,-2.07,13.64
568,fomboni,0,KM,1572988065,76,-12.28,43.74,27.24,2.72
569,cockburn harbour,,,,,,,,
570,henties bay,0,NA,1572988067,81,-22.12,14.28,18.33,0.45
571,tayturka,65,RU,1572988067,86,52.87,103.46,-7.05,1.39
572,minas de barroteran,0,MX,1572988067,51,27.63,-101.28,27.02,4.05
573,weligama,100,LK,1572988067,94,5.97,80.42,23.77,1.95
574,sokolo,0,ML,1572988067,16,14.74,-6.12,31.68,4
575,calabozo,5,VE,1572988067,79,8.92,-67.43,28.78,1.96
576,fukue,20,JP,1572988067,76,35.03,136.69,11,5.7
577,karkaralinsk,,,,,,,,
578,san cristobal,61,HN,1572988068,71,14.68,-86.92,24.94,1.93
579,puteyets,100,RU,1572988068,94,65.17,57.09,-8.32,2.85
580,vakhtan,100,RU,1572988068,93,57.97,46.69,7.3,5.23
581,opuwo,82,NA,1572988068,19,-18.06,13.84,24.89,2.24
582,raga,,,,,,,,
583,narsaq,75,GL,1572988068,55,60.91,-46.05,4,3.6
584,vieques,40,PR,1572988068,70,18.43,-65.83,31,7.7
585,vrangel,0,RU,1572988068,50,42.73,133.08,3.68,10.42
586,kloulklubed,90,PW,1572988069,94,7.04,134.26,25,6.7
587,doha,0,QA,1572988045,58,25.29,51.53,28,3.1
588,acapulco,40,MX,1572988069,74,16.86,-99.88,31,1.5
589,takestan,0,IR,1572988069,70,36.07,49.69,7,2.1
590,broome,75,GB,1572988069,87,52.47,1.45,10,5.1
591,tumannyy,,,,,,,,
592,poronaysk,100,RU,1572988069,73,49.22,143.1,1.84,2.92
593,bonavista,0,CA,1572988069,72,48.65,-53.11,4.44,2.68
594,cortez,1,US,1572988069,17,37.35,-108.58,17.22,4.6
595,belaya gora,96,RU,1572988069,98,68.54,146.19,-18.87,1.12
596,bolungarvik,,,,,,,,
597,sisimiut,99,GL,1572988069,64,66.94,-53.67,-5.66,0.32
598,mega,98,ET,1572988070,84,4.06,38.32,18.91,3.08
599,banepa,40,NP,1572988070,100,27.63,85.52,13,1.5
600,aberdeen,75,US,1572988070,81,46.98,-123.82,12.22,3.1
601,nortelandia,100,BR,1572988070,76,-14.45,-56.8,26.33,1.77
602,chumikan,100,RU,1572988071,50,54.72,135.31,-6.19,3.94
603,singkang,75,MY,1572988071,94,2.1,102.8,25,1
604,novikovo,14,RU,1572988071,94,51.15,37.89,10.19,3.93
605,ajaccio,40,FR,1572988072,93,41.93,8.74,18,2.6
606,chiredzi,0,ZW,1572988072,56,-21.05,31.67,22.07,2.68
607,sanlucar la mayor,0,ES,1572988072,55,37.39,-6.2,17,4.1
608,changji,99,CN,1572988072,51,32.07,116.17,13.2,2.82
609,shenjiamen,2,CN,1572988072,68,29.96,122.3,18.51,6.59
610,soyaux,90,FR,1572988072,93,45.64,0.19,10,5.1
611,asosa,55,ET,1572988072,82,10.07,34.53,18.26,1.81
612,villa san giovanni,20,IT,1572988072,93,45.52,9.23,12.78,0.5
613,miraflores,33,PE,1572988025,42,-16.39,-71.52,20,5.7
614,yomitan,,,,,,,,
615,saldanha,0,PT,1572988072,86,41.42,-6.55,7.89,4.54
616,khasan,3,RU,1572988073,43,42.43,130.64,0.25,3.16
617,te anau,43,NZ,1572988073,91,-45.41,167.72,6.08,0.59
618,port augusta,7,AU,1572988073,54,-32.49,137.76,17.22,3.6
619,chipata,66,ZM,1572988073,75,-13.64,32.65,20.57,1.94
620,ozuluama,53,MX,1572988073,81,21.12,-98.35,23.65,2.07
621,buluang,75,PH,1572988073,94,10.47,123.98,25,4.1
622,haukipudas,90,FI,1572988073,100,65.17,25.5,-7,1
623,sao joao da barra,100,BR,1572988073,58,-21.64,-41.05,31,6.2
624,baykit,100,RU,1572988073,96,61.68,96.39,-12.63,1.34
